VendorID,VendorName,Category,ItemMaterial,UnitPrice,PriceScore,QualityScore,DeliveryScore,ComplaintCount,ReliabilityScore,OnTimeDeliveryRate,ContractValue,VendorScore,RiskLevel
V0996,ABC Raw Materials,Logistics Services,Transport Services,49100,67,61,92,15,79,94,250570,68.7,Medium
V0997,OfficeMart Lanka,Logistics Services,Freight Transportation,131450,89,87,64,15,69,41,2957385,73.1,Medium
V0998,Lanka Industrial Suppliers,Electrical Items,Circuit Breakers,1800,90,43,78,7,96,62,1677210,74.55,Medium
V0999,Digital Edge Suppliers,Electrical Items,Electrical Components,8350,93,82,66,15,45,83,996679,68.45,Medium
V1000,SmartTech Distributors,Office Supplies,Stationery,700,77,79,75,5,41,79,1221192,69.7,Medium
V1001,Alpha IT Systems,Furniture,Office Chairs,55550,84,66,94,17,70,89,3166043,71.8,Medium
V1002,ABC Raw Materials,Logistics Services,Local Delivery,4700,99,70,96,2,65,57,3125438,83.45,Low
V1003,Prime Stationery Traders,IT Equipment,Printers,178800,71,57,81,1,62,59,2224590,70.1,Medium
V1004,ABC Raw Materials,Mechanical Parts,Bearings,25200,60,80,87,2,47,51,4200065,70.8,Medium
V1005,Prime Stationery Traders,Logistics Services,Warehouse Services,74800,72,47,85,19,51,71,1983527,57.45,High
V1006,TechGlobal Solutions,Raw Materials,Packaging Materials,1950,94,90,67,9,82,63,3270320,81.3,Low
V1007,Alpha IT Systems,IT Equipment,Computer Accessories,7750,47,79,69,16,76,42,2951258,62.5,Medium
V1008,OfficeMart Lanka,Logistics Services,Cargo Handling,67700,98,78,61,16,65,84,4751129,71.2,Medium
V1009,SmartTech Distributors,Electrical Items,LED Lighting,7550,96,42,80,12,50,74,3044983,64.5,Medium
V1010,Lanka Industrial Suppliers,Logistics Services,Transport Services,27050,99,77,94,2,90,70,1228392,89.8,Low
V1011,Elite Office Solutions,Electrical Items,Electrical Cables,4050,90,50,51,5,66,79,2199814,65.9,Medium
V1012,Digital Edge Suppliers,Safety Equipment,Fire Extinguishers,27400,93,49,85,18,68,53,3714288,67.1,Medium
V1013,OfficeMart Lanka,Mechanical Parts,Machine Components,124200,94,96,91,3,47,52,2336746,83.6,Low
V1014,SmartTech Distributors,Electrical Items,Switches and Sockets,5350,67,67,99,3,59,99,4778167,73.6,Medium
V1015,SmartTech Distributors,Electrical Items,Circuit Breakers,11150,69,70,66,0,40,57,4668146,65.95,Medium
V1016,Digital Edge Suppliers,IT Equipment,Laptop Computers,254300,50,67,99,11,74,100,638526,68.35,Medium
V1017,SmartTech Distributors,Safety Equipment,Protective Clothing,8100,47,55,53,1,50,57,4621930,55.6,High
V1018,FutureNet Technologies,Raw Materials,Industrial Raw Materials,89000,49,63,87,10,42,71,1803105,58.8,High
V1019,Digital Edge Suppliers,Raw Materials,Plastic Materials,8200,88,64,72,15,40,70,4497589,62.9,Medium
V1020,FutureNet Technologies,Mechanical Parts,Gears,60100,98,52,93,18,80,79,1262981,73.1,Medium
V1021,Elite Office Solutions,Logistics Services,Freight Transportation,248750,93,74,51,9,92,61,1455041,75.85,Medium
V1022,ABC Raw Materials,IT Equipment,Desktop Computers,128200,53,74,65,11,48,93,3700529,58.85,High
V1023,ABC Raw Materials,Mechanical Parts,Replacement Parts,83700,62,58,97,1,60,55,3404387,70.9,Medium
V1024,OfficeMart Lanka,Logistics Services,Local Delivery,15750,80,80,79,20,51,92,2933936,66.0,Medium
V1025,Lanka Industrial Suppliers,Logistics Services,Warehouse Services,52750,68,69,80,13,88,88,4681901,71.35,Medium
V1026,Alpha IT Systems,Safety Equipment,Safety Helmets,4700,41,40,42,9,72,56,2375757,48.55,High
V1027,Digital Edge Suppliers,Mechanical Parts,Industrial Components,60100,66,62,40,0,67,91,4126997,63.4,Medium
V1028,TechGlobal Solutions,IT Equipment,Network Equipment,23850,85,93,65,13,68,96,3678506,74.6,Medium
V1029,TechGlobal Solutions,Mechanical Parts,Bearings,20100,52,43,77,2,86,93,2413803,65.35,Medium
V1030,Elite Office Solutions,Furniture,Storage Cabinets,39000,82,66,47,12,99,86,156042,70.2,Medium
V1031,ABC Raw Materials,Safety Equipment,Protective Gloves,3100,55,75,49,0,91,95,1657373,70.5,Medium
V1032,TechGlobal Solutions,Office Supplies,Files and Folders,1250,56,84,78,7,45,43,1249858,66.1,Medium
V1033,FutureNet Technologies,Furniture,Meeting Tables,117250,77,57,97,1,65,96,3196913,75.4,Medium
V1034,Digital Edge Suppliers,Raw Materials,Metal Materials,34900,76,50,73,8,67,75,2711530,65.5,Medium
V1035,ABC Raw Materials,Safety Equipment,Safety Shoes,6750,81,44,46,13,56,95,483087,55.15,High
V1036,Alpha IT Systems,IT Equipment,Printers,63750,96,84,65,20,81,45,2375004,74.2,Medium
V1037,OfficeMart Lanka,Safety Equipment,Fire Extinguishers,23000,81,97,56,4,67,76,4732256,77.1,Medium
V1038,TechGlobal Solutions,Office Supplies,Ink Cartridges,14650,84,56,97,2,49,73,4693027,73.2,Medium
V1039,Alpha IT Systems,Mechanical Parts,Machine Components,67500,84,42,64,6,65,62,871204,64.3,Medium
V1040,Elite Office Solutions,Furniture,Office Furniture,32550,99,88,69,13,57,55,125286,75.45,Medium
V1041,TechGlobal Solutions,Electrical Items,Electrical Components,18600,53,83,77,0,76,95,1265134,74.6,Medium
V1042,Alpha IT Systems,Furniture,Office Desks,107150,70,53,99,18,69,82,4757956,65.35,Medium
V1043,FutureNet Technologies,Safety Equipment,Protective Clothing,15400,55,68,80,2,43,92,4805072,64.35,Medium
V1044,Alpha IT Systems,Raw Materials,Production Materials,57550,55,46,69,10,90,69,514546,62.05,Medium
V1045,ABC Raw Materials,Raw Materials,Packaging Materials,4300,96,61,51,5,96,56,2724205,76.15,Medium
V1046,Elite Office Solutions,Furniture,Office Chairs,26200,70,100,54,12,62,56,2431916,69.7,Medium
V1047,SmartTech Distributors,Raw Materials,Industrial Raw Materials,56850,95,88,82,9,91,78,4561139,85.85,Low
V1048,TechGlobal Solutions,Office Supplies,Office Consumables,2950,75,84,73,2,87,51,3345388,80.75,Low
V1049,Lanka Industrial Suppliers,Electrical Items,LED Lighting,2650,57,40,81,6,54,63,2988954,58.25,High
V1050,Elite Office Solutions,Electrical Items,Electrical Cables,2000,88,42,51,10,64,75,4547580,60.5,Medium
V1051,TechGlobal Solutions,IT Equipment,Computer Accessories,24150,95,53,56,19,60,82,1492973,60.7,Medium
V1052,Alpha IT Systems,Mechanical Parts,Gears,35200,74,89,54,8,69,99,4841759,71.35,Medium
V1053,ABC Raw Materials,Safety Equipment,Safety Helmets,3750,74,100,65,10,60,43,3619884,73.5,Medium
V1054,Lanka Industrial Suppliers,Logistics Services,Cargo Handling,24850,100,85,71,12,69,74,4650087,78.25,Medium
V1055,Lanka Industrial Suppliers,Logistics Services,Transport Services,76050,50,56,66,17,67,48,124457,54.6,High
V1056,FutureNet Technologies,Logistics Services,Freight Transportation,235850,85,88,52,2,93,64,3632064,81.25,Low
V1057,OfficeMart Lanka,Mechanical Parts,Replacement Parts,61450,77,75,47,11,74,53,3498295,66.7,Medium
V1058,Alpha IT Systems,Electrical Items,Switches and Sockets,1650,90,43,57,15,70,91,3377709,61.15,Medium
V1059,Prime Stationery Traders,Logistics Services,Local Delivery,7300,66,78,74,12,41,55,4814439,63.0,Medium
V1060,Alpha IT Systems,Office Supplies,Printer Paper,4600,54,46,98,15,51,44,4681010,57.3,High
V1061,Digital Edge Suppliers,Office Supplies,Stationery,2050,45,77,86,2,98,53,2530033,76.3,Medium
V1062,OfficeMart Lanka,Raw Materials,Plastic Materials,4800,40,55,60,4,52,92,2035405,54.15,High
V1063,Elite Office Solutions,Furniture,Storage Cabinets,69200,55,81,65,16,55,59,51990,60.0,Medium
V1064,Elite Office Solutions,Logistics Services,Warehouse Services,40200,81,46,79,2,47,98,4413378,65.95,Medium
V1065,Lanka Industrial Suppliers,Safety Equipment,Protective Gloves,1800,72,49,78,5,57,63,4243143,64.75,Medium
V1066,FutureNet Technologies,Office Supplies,Files and Folders,2000,61,72,49,13,95,59,749739,65.55,Medium
V1067,TechGlobal Solutions,Furniture,Meeting Tables,62100,74,76,44,4,68,84,4466043,67.9,Medium
V1068,SmartTech Distributors,Raw Materials,Metal Materials,67350,40,63,75,4,57,81,4593419,60.15,Medium
V1069,ABC Raw Materials,Safety Equipment,Safety Shoes,6550,63,62,75,1,100,41,4460731,75.75,Medium
V1070,ABC Raw Materials,Logistics Services,Cargo Handling,43350,48,70,58,7,82,73,3723588,64.0,Medium
V1071,OfficeMart Lanka,Raw Materials,Production Materials,38550,94,60,76,20,83,74,812692,70.3,Medium
V1072,Elite Office Solutions,Logistics Services,Transport Services,134650,100,47,75,20,60,76,2047796,63.75,Medium
V1073,Digital Edge Suppliers,Safety Equipment,Fire Extinguishers,26350,58,47,44,14,71,88,2254153,52.25,High
V1074,OfficeMart Lanka,Office Supplies,Ink Cartridges,18050,86,49,41,10,68,42,4340969,60.55,Medium
V1075,TechGlobal Solutions,Raw Materials,Packaging Materials,6350,73,68,90,10,79,50,2259024,74.05,Medium
V1076,OfficeMart Lanka,Electrical Items,Circuit Breakers,6900,60,45,82,11,70,86,3163398,61.15,Medium
V1077,FutureNet Technologies,Electrical Items,Electrical Components,11700,73,91,83,18,83,42,1416546,75.2,Medium
V1078,Elite Office Solutions,Logistics Services,Freight Transportation,42350,58,89,55,18,43,56,74565,57.35,High
V1079,OfficeMart Lanka,Logistics Services,Local Delivery,24700,59,48,50,6,52,51,911881,54.15,High
V1080,Alpha IT Systems,Mechanical Parts,Industrial Components,146650,84,86,49,13,93,44,4472665,74.4,Medium
V1081,ABC Raw Materials,Logistics Services,Warehouse Services,24650,58,52,60,15,62,97,873493,54.4,High
V1082,Prime Stationery Traders,Mechanical Parts,Bearings,16550,82,91,87,17,63,79,2570771,74.75,Medium
V1083,OfficeMart Lanka,Office Supplies,Office Consumables,4750,94,46,52,1,76,76,4693564,70.1,Medium
V1084,TechGlobal Solutions,Raw Materials,Industrial Raw Materials,117050,70,64,70,5,76,54,564700,70.2,Medium
V1085,SmartTech Distributors,IT Equipment,Laptop Computers,230450,42,63,59,6,66,85,185479,58.25,High
V1086,Prime Stationery Traders,Raw Materials,Plastic Materials,6450,62,87,82,12,76,82,1734965,72.85,Medium
V1087,ABC Raw Materials,Furniture,Office Furniture,78050,82,64,70,6,72,99,1796945,71.9,Medium
V1088,Digital Edge Suppliers,Mechanical Parts,Machine Components,107100,57,53,47,2,71,53,757591,60.1,Medium
V1089,Lanka Industrial Suppliers,IT Equipment,Desktop Computers,148200,86,71,51,15,76,43,3874179,67.15,Medium
V1090,Elite Office Solutions,Logistics Services,Cargo Handling,29150,69,70,98,3,92,58,1589731,81.25,Low
V1091,TechGlobal Solutions,Electrical Items,LED Lighting,9950,63,59,57,17,68,68,2563680,57.0,High
V1092,OfficeMart Lanka,Logistics Services,Transport Services,78300,41,75,96,2,87,72,3332590,74.6,Medium
V1093,Lanka Industrial Suppliers,Safety Equipment,Protective Clothing,6100,73,64,78,9,41,48,2987965,63.55,Medium
V1094,OfficeMart Lanka,IT Equipment,Network Equipment,102850,82,88,48,15,91,74,1738623,72.8,Medium
V1095,Lanka Industrial Suppliers,Safety Equipment,Safety Helmets,6000,97,59,76,15,57,81,4904586,68.1,Medium
V1096,Digital Edge Suppliers,Office Supplies,Printer Paper,3800,70,92,81,6,53,81,3764758,74.3,Medium
V1097,ABC Raw Materials,Safety Equipment,Protective Gloves,2450,79,43,66,18,41,56,2605281,52.9,High
V1098,Elite Office Solutions,Raw Materials,Metal Materials,58150,50,91,100,14,41,52,4714281,66.45,Medium
V1099,ABC Raw Materials,Logistics Services,Freight Transportation,141200,91,49,97,1,42,67,1306329,72.3,Medium
V1100,Prime Stationery Traders,Office Supplies,Stationery,2150,94,97,62,8,80,60,1922419,82.15,Low
V1101,OfficeMart Lanka,Safety Equipment,Safety Shoes,14150,57,44,92,11,56,74,1846960,59.35,High
V1102,Prime Stationery Traders,Office Supplies,Files and Folders,1600,52,87,48,1,63,83,4157723,66.45,Medium
V1103,Alpha IT Systems,Office Supplies,Ink Cartridges,30000,100,50,58,19,72,91,1056706,64.0,Medium
V1104,FutureNet Technologies,IT Equipment,Printers,145850,55,93,88,10,74,68,2708929,74.4,Medium
V1105,FutureNet Technologies,Office Supplies,Office Consumables,2800,94,59,85,14,97,93,2415228,77.65,Medium
V1106,SmartTech Distributors,Office Supplies,Printer Paper,4150,75,43,42,7,90,68,4309096,62.4,Medium
V1107,OfficeMart Lanka,Furniture,Office Desks,111400,82,55,65,18,93,40,77815,66.85,Medium
V1108,TechGlobal Solutions,Mechanical Parts,Gears,16050,96,72,42,17,91,40,2648824,70.1,Medium
V1109,Digital Edge Suppliers,Raw Materials,Production Materials,59900,57,66,70,8,44,54,928607,59.55,High
V1110,OfficeMart Lanka,Office Supplies,Stationery,4250,70,48,71,16,46,53,1800672,54.9,High
V1111,ABC Raw Materials,Logistics Services,Local Delivery,42950,40,66,92,1,65,62,281892,67.4,Medium
V1112,Lanka Industrial Suppliers,Electrical Items,Electrical Cables,700,93,77,64,13,47,68,4310952,68.2,Medium
V1113,OfficeMart Lanka,Logistics Services,Warehouse Services,35700,72,56,49,7,87,41,1368039,65.7,Medium
V1114,Lanka Industrial Suppliers,Safety Equipment,Fire Extinguishers,27000,83,91,89,10,40,77,3740204,74.3,Medium
V1115,TechGlobal Solutions,Logistics Services,Cargo Handling,104250,68,76,85,1,67,72,1483157,75.9,Medium
V1116,OfficeMart Lanka,Office Supplies,Files and Folders,1000,77,49,90,14,78,46,4341532,68.1,Medium
V1117,Lanka Industrial Suppliers,IT Equipment,Computer Accessories,3800,66,61,86,17,78,60,3760821,66.05,Medium
V1118,Digital Edge Suppliers,Office Supplies,Ink Cartridges,21750,78,68,83,2,52,73,1281311,72.5,Medium
V1119,Alpha IT Systems,Safety Equipment,Protective Clothing,7950,83,69,87,9,87,76,4235786,78.3,Medium
V1120,Prime Stationery Traders,Safety Equipment,Safety Helmets,4000,69,93,88,11,91,67,1775471,80.8,Low
V1121,Prime Stationery Traders,Mechanical Parts,Replacement Parts,74150,90,92,41,19,41,50,4535619,62.4,Medium
V1122,SmartTech Distributors,Safety Equipment,Protective Gloves,1150,57,69,76,14,66,68,1750649,62.9,Medium
V1123,Digital Edge Suppliers,Safety Equipment,Safety Shoes,16900,85,78,67,15,46,77,4180207,65.85,Medium
V1124,Prime Stationery Traders,Office Supplies,Office Consumables,1650,87,96,68,1,70,54,2334738,82.85,Low
V1125,ABC Raw Materials,Office Supplies,Printer Paper,2850,100,42,74,10,59,84,3720995,67.1,Medium
V1126,Digital Edge Suppliers,IT Equipment,Laptop Computers,270300,60,82,71,2,69,40,2098189,72.5,Medium
V1127,FutureNet Technologies,IT Equipment,Desktop Computers,236800,44,91,62,13,64,92,579944,62.45,Medium
V1128,Prime Stationery Traders,Office Supplies,Stationery,1500,50,63,60,11,74,65,266056,59.55,High
V1129,ABC Raw Materials,Mechanical Parts,Industrial Components,42950,50,67,57,0,81,99,2451801,66.85,Medium
V1130,Lanka Industrial Suppliers,Raw Materials,Packaging Materials,2850,67,79,100,1,100,75,1279872,86.0,Low
V1131,Digital Edge Suppliers,Mechanical Parts,Bearings,43900,44,98,48,13,59,76,1543892,60.4,Medium
V1132,Alpha IT Systems,Office Supplies,Files and Folders,1150,40,53,42,10,46,62,2222292,45.85,High
V1133,Elite Office Solutions,Electrical Items,Switches and Sockets,3100,45,95,69,5,90,91,3550839,74.3,Medium
V1134,Prime Stationery Traders,Mechanical Parts,Machine Components,10950,87,63,67,19,66,85,1711303,64.6,Medium
V1135,Elite Office Solutions,Raw Materials,Industrial Raw Materials,94900,71,90,70,10,78,65,3246278,74.85,Medium
V1136,Elite Office Solutions,Logistics Services,Transport Services,43800,78,95,46,6,46,72,1576653,68.65,Medium
V1137,TechGlobal Solutions,Safety Equipment,Fire Extinguishers,25400,58,100,54,5,51,75,261702,68.0,Medium
V1138,OfficeMart Lanka,IT Equipment,Network Equipment,123600,99,86,82,17,71,73,935447,78.35,Medium
V1139,Prime Stationery Traders,Furniture,Office Chairs,64000,96,79,78,9,82,88,4057601,81.25,Low
V1140,TechGlobal Solutions,Office Supplies,Ink Cartridges,13850,91,51,57,7,55,100,654232,64.4,Medium
V1141,Lanka Industrial Suppliers,Furniture,Storage Cabinets,57150,83,65,69,14,87,46,4784565,71.2,Medium
V1142,FutureNet Technologies,Office Supplies,Office Consumables,5350,64,55,40,13,61,85,976040,53.45,High
V1143,Elite Office Solutions,Electrical Items,Circuit Breakers,8850,64,83,94,18,43,51,2966817,65.15,Medium
V1144,TechGlobal Solutions,Raw Materials,Plastic Materials,8800,48,90,56,11,76,59,3068291,65.4,Medium
V1145,FutureNet Technologies,IT Equipment,Printers,146200,94,75,87,11,73,61,647612,78.75,Medium
V1146,TechGlobal Solutions,IT Equipment,Computer Accessories,20950,97,51,64,12,46,75,3062537,63.0,Medium
V1147,SmartTech Distributors,Mechanical Parts,Gears,16500,57,62,51,8,95,80,167510,64.95,Medium
V1148,FutureNet Technologies,Mechanical Parts,Replacement Parts,22350,85,55,59,6,73,40,1444505,68.4,Medium
V1149,OfficeMart Lanka,Furniture,Meeting Tables,98000,49,98,83,14,72,98,4414782,70.75,Medium
V1150,Lanka Industrial Suppliers,Office Supplies,Printer Paper,5550,62,93,47,10,44,95,3778806,61.95,Medium
V1151,Elite Office Solutions,Logistics Services,Freight Transportation,43600,41,51,96,2,77,87,68703,66.6,Medium
V1152,ABC Raw Materials,Electrical Items,Electrical Components,9050,45,55,54,9,54,47,3559367,52.1,High
V1153,Alpha IT Systems,Electrical Items,LED Lighting,3900,40,44,97,12,88,80,1701805,62.0,Medium
V1154,Elite Office Solutions,Raw Materials,Metal Materials,27250,59,97,77,7,48,95,3463123,70.5,Medium
V1155,Digital Edge Suppliers,IT Equipment,Laptop Computers,238350,69,64,95,6,92,77,1643153,77.65,Medium
V1156,ABC Raw Materials,Raw Materials,Production Materials,60700,72,55,65,1,78,50,3319721,69.85,Medium
V1157,OfficeMart Lanka,Electrical Items,Electrical Cables,2350,49,69,73,10,55,47,2751695,60.1,Medium
V1158,Prime Stationery Traders,Mechanical Parts,Industrial Components,140700,80,40,95,20,46,80,820815,58.2,High
V1159,Elite Office Solutions,IT Equipment,Desktop Computers,133700,59,56,62,2,43,100,2215435,58.75,High
V1160,Digital Edge Suppliers,Safety Equipment,Protective Clothing,13000,77,71,88,15,51,68,2506239,67.3,Medium
V1161,Elite Office Solutions,Safety Equipment,Safety Helmets,7050,100,50,90,13,65,65,2250718,72.0,Medium
V1162,Elite Office Solutions,Furniture,Office Furniture,172250,54,81,45,16,85,93,596405,61.75,Medium
V1163,OfficeMart Lanka,IT Equipment,Network Equipment,39650,93,87,65,17,94,86,4834786,78.3,Medium
V1164,Prime Stationery Traders,Raw Materials,Packaging Materials,4900,68,43,52,1,59,41,2486816,59.45,High
V1165,SmartTech Distributors,Raw Materials,Industrial Raw Materials,39700,56,44,90,13,73,72,133743,61.1,Medium
V1166,OfficeMart Lanka,Safety Equipment,Protective Gloves,400,59,71,50,13,81,67,1110373,62.2,Medium
V1167,Prime Stationery Traders,Furniture,Office Desks,33550,88,53,85,4,60,62,139000,72.25,Medium
V1168,SmartTech Distributors,Safety Equipment,Safety Shoes,14800,53,100,47,1,63,90,1720765,69.75,Medium
V1169,FutureNet Technologies,Mechanical Parts,Bearings,26200,98,58,69,1,41,92,2182882,70.5,Medium
V1170,SmartTech Distributors,IT Equipment,Printers,60600,91,55,84,4,78,67,2500010,76.9,Medium
V1171,Digital Edge Suppliers,Electrical Items,Switches and Sockets,3500,67,59,76,0,88,59,957839,74.3,Medium
V1172,TechGlobal Solutions,Raw Materials,Plastic Materials,5350,40,88,44,3,73,82,486522,63.9,Medium
V1173,OfficeMart Lanka,Safety Equipment,Fire Extinguishers,34000,98,78,64,9,76,55,3589245,77.5,Medium
V1174,TechGlobal Solutions,Electrical Items,Circuit Breakers,17200,46,51,69,8,58,73,2206996,55.65,High
V1175,Lanka Industrial Suppliers,Office Supplies,Stationery,3050,87,60,78,18,50,72,1966893,63.35,Medium
V1176,SmartTech Distributors,Logistics Services,Local Delivery,34450,41,94,88,10,60,79,3112045,68.35,Medium
V1177,Digital Edge Suppliers,Raw Materials,Metal Materials,44400,44,43,89,6,66,84,885691,59.75,High
V1178,Prime Stationery Traders,IT Equipment,Computer Accessories,7350,62,87,75,20,71,98,1814968,66.45,Medium
V1179,Elite Office Solutions,IT Equipment,Laptop Computers,161650,72,46,61,5,55,50,481750,60.2,Medium
V1180,Lanka Industrial Suppliers,Electrical Items,Electrical Components,8200,46,45,95,19,98,63,931806,61.85,Medium
V1181,Elite Office Solutions,Mechanical Parts,Machine Components,107400,54,66,65,4,91,93,1142671,69.2,Medium
V1182,FutureNet Technologies,IT Equipment,Desktop Computers,186250,60,47,51,9,49,53,1186145,52.25,High
V1183,Digital Edge Suppliers,Raw Materials,Production Materials,44500,88,56,74,7,65,88,2455591,70.3,Medium
V1184,TechGlobal Solutions,Raw Materials,Packaging Materials,3700,40,59,47,7,88,55,2076951,58.25,High
V1185,FutureNet Technologies,Office Supplies,Files and Folders,750,70,87,52,15,41,75,4983679,60.35,Medium
V1186,Lanka Industrial Suppliers,Electrical Items,LED Lighting,5450,83,74,65,2,51,62,4541575,71.45,Medium
V1187,FutureNet Technologies,Logistics Services,Warehouse Services,8500,89,87,84,0,58,57,4252153,82.4,Low
V1188,Lanka Industrial Suppliers,Mechanical Parts,Gears,55000,74,99,72,14,71,69,139898,74.85,Medium
V1189,FutureNet Technologies,Safety Equipment,Protective Clothing,3900,45,48,94,12,75,55,1403424,61.05,Medium
V1190,Prime Stationery Traders,Furniture,Office Chairs,54400,79,74,69,12,54,77,4839816,66.85,Medium
V1191,OfficeMart Lanka,Safety Equipment,Safety Helmets,5550,80,70,73,14,58,94,1670929,66.7,Medium
V1192,Digital Edge Suppliers,Safety Equipment,Protective Gloves,4300,62,46,80,3,51,44,4984431,61.7,Medium
V1193,Elite Office Solutions,Raw Materials,Industrial Raw Materials,42350,60,58,44,2,40,94,111004,55.3,High
V1194,Digital Edge Suppliers,Mechanical Parts,Replacement Parts,30600,58,75,64,7,73,68,3940485,67.15,Medium
V1195,Elite Office Solutions,IT Equipment,Network Equipment,33450,53,73,66,0,95,59,513344,73.7,Medium
V1196,ABC Raw Materials,Logistics Services,Cargo Handling,97250,62,94,95,19,91,99,3075749,76.7,Medium
V1197,ABC Raw Materials,Logistics Services,Transport Services,124600,41,56,50,18,42,50,4950974,43.65,High
V1198,OfficeMart Lanka,Safety Equipment,Safety Shoes,11850,57,66,75,10,55,78,2204972,61.75,Medium
V1199,TechGlobal Solutions,Logistics Services,Freight Transportation,127250,96,67,81,17,47,60,947380,67.85,Medium
V1200,ABC Raw Materials,Mechanical Parts,Industrial Components,95550,64,54,90,16,97,78,2581835,68.9,Medium
V1201,OfficeMart Lanka,Office Supplies,Ink Cartridges,21700,79,89,79,14,59,67,3188008,72.6,Medium
V1202,Lanka Industrial Suppliers,Electrical Items,Electrical Cables,2200,95,47,100,0,82,94,1113324,81.9,Low
V1203,Elite Office Solutions,Office Supplies,Office Consumables,2550,93,79,70,12,89,45,4496535,78.8,Medium
V1204,Digital Edge Suppliers,Safety Equipment,Fire Extinguishers,27200,45,80,65,5,70,56,2493593,65.75,Medium
V1205,Prime Stationery Traders,Furniture,Storage Cabinets,79100,42,88,86,7,80,81,3585819,72.2,Medium
V1206,TechGlobal Solutions,Electrical Items,Switches and Sockets,6700,82,67,72,6,88,79,2020668,76.25,Medium
V1207,Alpha IT Systems,Office Supplies,Printer Paper,5150,67,94,50,1,68,49,2840669,73.35,Medium
V1208,FutureNet Technologies,Logistics Services,Local Delivery,14750,92,100,52,9,90,90,3739223,81.9,Low
V1209,Alpha IT Systems,IT Equipment,Printers,158850,53,49,92,1,98,73,1686270,73.0,Medium
V1210,Elite Office Solutions,Electrical Items,Circuit Breakers,6100,42,66,89,0,53,70,3275622,65.4,Medium
V1211,FutureNet Technologies,Furniture,Meeting Tables,181350,84,96,98,16,96,44,1819719,85.8,Low
V1212,OfficeMart Lanka,Raw Materials,Plastic Materials,6150,59,70,83,12,67,94,560319,66.25,Medium
V1213,OfficeMart Lanka,IT Equipment,Computer Accessories,28100,54,77,48,0,60,90,3710030,64.35,Medium
V1214,Prime Stationery Traders,Electrical Items,Electrical Components,7450,49,83,82,19,74,43,2305048,64.7,Medium
V1215,SmartTech Distributors,IT Equipment,Laptop Computers,197200,55,100,70,5,100,95,1546048,80.25,Low
V1216,Lanka Industrial Suppliers,IT Equipment,Desktop Computers,219000,42,41,58,10,68,73,4385087,50.95,High
V1217,ABC Raw Materials,Logistics Services,Warehouse Services,38400,71,43,90,19,96,98,794870,66.2,Medium
V1218,Alpha IT Systems,Raw Materials,Metal Materials,66850,51,57,98,17,89,62,135089,65.9,Medium
V1219,Alpha IT Systems,Raw Materials,Production Materials,35800,95,92,97,19,96,89,4851995,85.85,Low
V1220,Elite Office Solutions,Furniture,Office Furniture,71300,80,40,100,11,63,97,3453365,67.1,Medium
V1221,TechGlobal Solutions,Logistics Services,Cargo Handling,64850,48,67,75,7,57,100,4996868,61.65,Medium
V1222,Prime Stationery Traders,Logistics Services,Transport Services,142150,60,56,60,20,93,85,2085744,59.6,High
V1223,ABC Raw Materials,Electrical Items,LED Lighting,4050,49,65,97,19,51,96,775871,58.6,High
V1224,FutureNet Technologies,Electrical Items,Electrical Cables,2200,82,87,68,18,81,70,3512618,73.05,Medium
V1225,SmartTech Distributors,Raw Materials,Packaging Materials,5050,100,65,91,1,61,68,4563700,81.15,Low
V1226,Digital Edge Suppliers,Raw Materials,Industrial Raw Materials,44050,81,92,63,13,96,59,4027425,78.55,Medium
V1227,Lanka Industrial Suppliers,IT Equipment,Network Equipment,154300,62,54,83,15,99,69,524498,67.9,Medium
V1228,Elite Office Solutions,Electrical Items,Switches and Sockets,7200,89,52,93,20,77,64,1140150,69.25,Medium
V1229,Prime Stationery Traders,Safety Equipment,Protective Clothing,15750,53,62,65,8,41,80,1074375,55.95,High
V1230,Alpha IT Systems,Mechanical Parts,Bearings,35600,90,98,43,12,46,73,3384743,68.8,Medium
V1231,Prime Stationery Traders,Electrical Items,Circuit Breakers,7550,90,77,99,16,80,64,1408474,79.55,Medium
V1232,SmartTech Distributors,Raw Materials,Plastic Materials,9950,57,59,80,6,46,88,2445797,61.2,Medium
V1233,Digital Edge Suppliers,Raw Materials,Metal Materials,82100,62,77,46,0,55,73,4099376,64.95,Medium
V1234,ABC Raw Materials,Safety Equipment,Safety Helmets,4350,59,92,40,11,45,81,1130733,59.25,High
V1235,Digital Edge Suppliers,Safety Equipment,Protective Gloves,1800,90,48,67,19,97,75,3717669,67.8,Medium
V1236,Lanka Industrial Suppliers,Raw Materials,Production Materials,56100,60,62,47,17,85,76,4057469,58.4,High
V1237,ABC Raw Materials,Office Supplies,Stationery,1800,70,95,43,2,96,67,4414396,78.05,Medium
V1238,FutureNet Technologies,Safety Equipment,Safety Shoes,7100,55,70,88,20,78,48,1762400,64.45,Medium
V1239,Prime Stationery Traders,Office Supplies,Files and Folders,1700,77,73,61,6,80,85,4669086,72.7,Medium
V1240,Lanka Industrial Suppliers,Raw Materials,Packaging Materials,6450,41,45,77,9,92,47,1193264,60.8,Medium
V1241,FutureNet Technologies,Raw Materials,Industrial Raw Materials,20750,93,54,92,3,99,58,628267,83.45,Low
V1242,Elite Office Solutions,Mechanical Parts,Machine Components,142950,81,61,41,14,82,70,482368,63.1,Medium
V1243,Elite Office Solutions,Furniture,Office Desks,67700,71,76,49,0,73,51,4700190,71.15,Medium
